,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,days_since_1900
23248,0,25,0.769,0.977,7,-2.703,1,0.0969,0.0688,0.89,0.0778,0.207,128.005,278438,4,13,41570
23249,0,0,0.321,0.857,2,-7.89,1,0.0335,0.456,0.868,0.173,0.845,106.113,451160,4,18,26906
23250,0,63,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,266960,4,12,41591
23251,1,46,0.331,0.659,7,-10.64,1,0.0795,0.00352,2.73e-05,0.082,0.177,83.687,249973,4,9,41042
23252,1,64,0.758,0.669,1,-3.838,1,0.0388,0.00659,0.0,0.0657,0.96,132.51,171901,4,18,44412
23253,0,0,0.835,0.277,3,-18.694,0,0.197,0.113,1.29e-06,0.0746,0.855,136.828,260373,4,18,35262
23254,0,83,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213,4,9,37620
23255,0,0,0.573,0.65,8,-5.934,1,0.0257,0.201,1.58e-06,0.048,0.346,95.1,272840,4,18,30315
23256,0,0,0.781,0.798,5,-5.808,0,0.037,0.541,0.196,0.111,0.804,136.059,196570,4,13,42606
23257,0,75,0.659,0.513,0,-7.186,1,0.0293,0.315,0.0,0.283,0.855,133.609,177533,4,13,24836
23258,0,25,0.749,0.873,7,-6.825,1,0.221,0.0861,1.2e-05,0.845,0.797,140.051,158642,4,13,42613
23259,0,73,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,149373,4,13,23093
23260,0,35,0.65,0.844,10,-7.946,0,0.0553,0.0414,0.147,0.0842,0.087,127.995,204887,4,6,43851
23261,0,66,0.718,0.795,0,-3.978,0,0.142,0.223,0.0,0.12,0.292,130.77,183827,4,9,43117
23262,0,0,0.688,0.592,6,-7.646,1,0.189,0.182,1.16e-06,0.0802,0.501,91.025,314320,4,20,38196
23263,1,76,0.893,0.463,1,-5.301,1,0.36,0.199,0.0,0.318,0.591,81.026,229601,4,13,44384
23264,0,64,0.827,0.625,11,-5.996,0,0.269,0.331,6.23e-06,0.109,0.587,132.068,163987,4,9,43026
23265,0,0,0.376,0.73,1,-7.829,1,0.054,0.0247,0.0,0.224,0.573,93.129,122627,4,18,41322
23266,0,56,0.626,0.725,0,-8.394,1,0.0285,0.00221,0.686,0.116,0.522,121.017,400042,4,4,42998
23267,1,7,0.282,0.829,5,-12.396,1,0.06,0.00505,0.358,0.188,0.592,168.593,64173,3,14,40542
23268,0,44,0.638,0.598,5,-8.063,0,0.0408,0.0255,0.0,0.142,0.368,121.056,194667,4,16,43683
23269,0,0,0.532,0.776,7,-5.547,1,0.0613,0.00299,0.000637,0.378,0.803,127.361,210200,4,18,29425
23270,0,13,0.813,0.383,7,-13.183,1,0.267,0.327,0.0364,0.0261,0.784,138.867,239387,4,17,39293
23271,0,2,0.842,0.66,1,-7.603,1,0.324,0.445,0.242,0.147,0.794,90.213,236693,4,9,37304
23272,0,54,0.801,0.93,9,-7.365,1,0.0354,0.0806,0.152,0.0558,0.967,133.255,221320,4,14,29068
23273,0,47,0.277,0.242,4,-18.442,1,0.0342,0.694,0.464,0.113,0.285,175.384,824133,3,10,22280
23274,0,32,0.833,0.977,8,-4.953,0,0.0364,0.113,0.631,0.328,0.623,124.019,172258,4,4,43971
23275,0,2,0.306,0.711,7,-9.36,1,0.0824,0.000127,0.0514,0.228,0.501,151.288,186947,4,14,44023
23276,0,0,0.533,0.131,0,-10.624,1,0.0346,0.962,0.0724,0.121,0.201,78.91,292867,3,18,38823
23277,0,0,0.556,0.986,0,-5.686,0,0.0538,0.0327,1.56e-06,0.254,0.501,142.051,202144,4,4,41199
23278,0,84,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4,13,43551
23279,0,73,0.774,0.641,1,-10.193,1,0.0799,0.0765,0.0,0.0867,0.875,113.256,214200,4,5,28839
23280,1,77,0.882,0.662,0,-6.382,1,0.242,0.0124,0.0,0.106,0.57,120.034,106000,4,9,44531
23281,0,9,0.259,0.97,1,-5.775,0,0.135,0.00381,0.744,0.169,0.182,90.185,120253,4,14,41071
23282,1,66,0.331,0.946,7,-4.599,1,0.0775,0.0309,5.62e-06,0.254,0.534,139.965,159773,4,12,40063
23283,0,44,0.694,0.943,6,-9.185,0,0.198,0.000111,0.866,0.0745,0.309,145.002,357519,4,21,44017
23284,0,0,0.443,0.896,9,-6.163,1,0.0457,1.35e-05,0.000101,0.369,0.733,134.145,162493,4,18,35794
23285,0,76,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,223187,4,6,42501
23286,0,10,0.808,0.858,8,-4.172,0,0.0703,0.0284,0.00709,0.309,0.67,129.971,317538,4,13,41000
23287,0,51,0.259,0.656,8,-5.83,1,0.0394,0.0851,0.000511,0.178,0.207,188.866,158852,3,13,42333
23288,1,77,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,195145,4,13,43572
23289,0,39,0.391,0.955,10,-4.437,1,0.0699,0.00225,0.0,0.189,0.631,182.892,188552,4,13,42323
23290,0,0,0.455,0.214,5,-24.851,1,0.118,0.772,1.59e-06,0.13,0.789,79.29,233372,4,10,40426
23291,0,52,0.398,0.947,7,-8.738,1,0.0479,0.00315,1.81e-06,0.295,0.563,157.032,254400,4,3,33602
23292,0,37,0.534,0.376,6,-13.56,0,0.109,0.624,3.97e-05,0.0764,0.801,201.043,153293,4,10,20819
23293,0,0,0.513,0.97,9,-4.69,1,0.0934,0.000653,0.594,0.603,0.181,146.877,344760,4,7,35794
23294,0,0,0.458,0.0899,10,-18.824,1,0.0362,0.863,0.0,0.137,0.386,109.574,262000,4,20,40542
23295,0,0,0.504,0.747,10,-10.683,1,0.0569,0.175,0.848,0.206,0.618,107.526,189277,4,13,42494
23296,0,4,0.78,0.521,7,-9.342,0,0.206,0.19,0.0,0.0805,0.481,113.993,169482,4,16,43659
23297,0,40,0.582,0.497,10,-12.137,1,0.03,0.383,0.012,0.0684,0.612,150.253,293720,4,13,38626
23298,0,0,0.8,0.859,3,-4.201,1,0.787,0.229,0.0,0.0836,0.594,132.03,305000,4,6,37620
23299,0,0,0.554,0.711,0,-8.306,1,0.0275,0.0034,0.701,0.0606,0.866,137.969,209000,4,13,33968
23300,0,51,0.707,0.878,6,-4.156,0,0.0534,0.00605,5.82e-06,0.0946,0.559,126.102,146654,4,13,44216
23301,0,0,0.458,0.619,7,-9.93,0,0.0503,0.603,1.83e-06,0.153,0.938,204.112,238421,4,19,30345
23302,1,53,0.957,0.737,8,-3.829,1,0.0857,0.0743,0.000107,0.0639,0.874,132.987,126440,4,9,44279
23303,0,0,0.507,0.593,7,-10.976,1,0.0346,0.26,0.00368,0.112,0.736,93.107,239667,4,18,28585
23304,0,0,0.338,0.684,7,-9.537,1,0.0388,0.00238,5.8e-05,0.247,0.358,126.321,179867,4,18,34333
23305,0,0,0.567,0.771,6,-5.577,1,0.0365,0.252,0.0,0.101,0.596,137.014,184134,4,1,35540
23306,0,0,0.514,0.288,5,-11.785,0,0.0271,0.734,0.539,0.0729,0.416,81.695,200803,4,11,42928
23307,0,37,0.633,0.685,0,-5.238,1,0.0326,0.24,6.8e-06,0.116,0.376,149.992,214933,4,13,43222
23308,0,0,0.367,0.587,2,-10.02,1,0.0275,0.108,0.0,0.135,0.745,106.182,135440,4,18,32207
23309,0,43,0.796,0.792,9,-5.773,0,0.116,0.0289,0.000304,0.124,0.514,119.969,183480,4,13,42263
23310,0,1,0.377,0.65,2,-5.902,1,0.029,0.00174,5.75e-05,0.107,0.365,180.074,192467,4,18,33131
23311,0,48,0.384,0.243,7,-11.365,1,0.033,0.911,4.33e-06,0.0989,0.153,114.47,251728,4,7,43306
23312,1,70,0.444,0.287,5,-10.631,0,0.0375,0.849,2.82e-06,0.161,0.246,124.027,257380,4,15,42600
23313,0,33,0.291,0.973,0,-6.366,1,0.181,0.00143,1.65e-05,0.972,0.393,128.227,195080,4,18,36159
23314,1,38,0.796,0.391,0,-7.933,1,0.178,0.666,0.0,0.181,0.362,93.963,210617,4,9,42914
23315,0,61,0.67,0.833,7,-8.365,1,0.0522,0.132,0.195,0.109,0.522,127.984,205125,4,6,44026
23316,0,54,0.726,0.775,0,-4.661,1,0.0542,0.0294,0.0,0.102,0.65,102.995,165114,4,20,43929
23317,0,41,0.628,0.697,11,-5.777,0,0.0571,0.0225,0.0,0.503,0.652,104.89,192731,4,7,43418
23318,1,52,0.706,0.595,4,-7.635,1,0.127,0.237,0.0,0.125,0.691,146.849,187787,4,13,44321
23319,0,32,0.784,0.453,5,-16.124,1,0.0506,0.163,0.0,0.45,0.927,110.704,286613,4,13,30624
23320,0,0,0.523,0.575,0,-8.396,1,0.0269,0.585,3.45e-05,0.505,0.717,127.634,156187,4,18,23375
23321,0,18,0.654,0.824,2,-4.169,0,0.0397,0.873,0.319,0.0693,0.824,116.355,411458,4,10,25566
23322,0,60,0.726,0.492,10,-8.046,0,0.0794,0.566,8.14e-06,0.257,0.526,85.939,207113,4,13,43411
23323,0,36,0.544,0.435,4,-9.927,1,0.0265,0.462,0.0,0.106,0.152,72.981,224267,4,3,36310
23324,0,64,0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,177333,4,2,26663
23325,0,0,0.64,0.94,5,-2.976,0,0.0795,0.00528,0.000484,0.357,0.243,127.995,158555,4,7,42637
23326,1,79,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4,9,43278
23327,0,40,0.723,0.443,0,-9.991,1,0.0276,0.659,0.0,0.097,0.902,101.937,159280,4,13,40196
23328,0,8,0.293,0.459,9,-15.985,1,0.0454,3.73e-06,0.777,0.134,0.585,170.094,106000,4,14,34931
23329,0,43,0.557,0.32,8,-8.874,1,0.0372,0.975,0.0,0.11,0.648,98.959,187000,4,8,12783
23330,0,61,0.66,0.357,10,-8.55,0,0.0594,0.267,0.0,0.0857,0.518,119.835,188387,4,13,43264
23331,0,29,0.164,0.0515,8,-33.898,0,0.0471,0.995,0.879,0.109,0.253,155.957,65000,4,2,39834
23332,0,22,0.665,0.699,0,-7.875,1,0.0302,0.372,0.000151,0.146,0.785,112.623,140759,4,13,40594
23333,0,50,0.554,0.761,1,-4.808,0,0.0894,0.00197,0.171,0.352,0.421,126.136,139048,1,13,43635
23334,0,0,0.582,0.902,7,-5.098,1,0.0707,0.00835,0.715,0.513,0.23,127.985,281773,4,13,41273
23335,0,68,0.783,0.698,3,-8.268,1,0.0323,0.522,2.52e-06,0.0754,0.758,124.996,248200,4,3,33237
23336,0,52,0.563,0.134,0,-16.058,0,0.0391,0.944,0.00129,0.118,0.136,66.212,161493,4,1,30346
23337,1,38,0.655,0.718,8,-4.869,1,0.22,0.0778,0.0,0.0714,0.345,117.945,165754,4,6,44482
23338,0,0,0.51,0.557,2,-8.613,1,0.0443,0.364,0.0,0.417,0.508,135.701,252333,4,18,37898
23339,0,0,0.635,0.295,4,-13.218,1,0.0325,0.246,8e-06,0.105,0.324,78.406,230827,4,3,33237
23340,0,40,0.441,0.399,0,-8.021,1,0.071,0.857,0.0,0.0863,0.501,203.579,311453,4,1,39446
23341,0,0,0.436,0.863,0,-11.51,1,0.0361,0.205,8.96e-05,0.113,0.745,145.817,152293,4,18,31046
23342,0,0,0.622,0.336,0,-17.614,1,0.0906,0.767,1.2e-05,0.316,0.925,98.74,237718,4,19,42277
23343,0,52,0.708,0.931,9,-6.052,0,0.0328,0.00388,0.000656,0.0392,0.594,118.588,376973,4,4,39515
23344,1,69,0.762,0.41,8,-11.979,1,0.055,0.278,3.37e-05,0.157,0.0814,100.03,271404,4,16,42533
23345,1,81,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,245172,4,13,42047
23346,0,56,0.565,0.831,9,-3.102,0,0.113,0.000384,1.21e-05,0.245,0.498,135.111,205413,4,18,39081
23347,0,66,0.579,0.267,4,-15.11,1,0.0348,0.118,0.000562,0.132,0.353,74.899,238573,4,18,27758
23348,0,40,0.857,0.684,4,-7.267,1,0.128,0.298,0.00258,0.0909,0.712,105.29,334040,4,15,29806
23349,0,0,0.544,0.316,4,-8.051,1,0.0309,0.616,0.0,0.11,0.44,100.074,162413,3,18,32207
23350,1,53,0.749,0.788,6,-7.705,0,0.245,0.181,0.00202,0.277,0.786,182.884,223720,4,9,34588
23351,0,4,0.495,0.544,3,-7.486,1,0.0578,0.636,9.13e-05,0.26,0.727,173.568,321427,4,10,40907
23352,1,64,0.833,0.542,3,-8.32,0,0.0679,0.571,0.00112,0.111,0.237,132.001,219813,4,9,44447
23353,0,15,0.698,0.903,1,-5.137,1,0.0846,0.00781,0.0182,0.192,0.445,139.936,228000,4,13,42277
23354,0,64,0.579,0.669,4,-8.704,0,0.0326,0.253,0.0257,0.0911,0.798,175.181,266173,4,18,30590
23355,1,49,0.759,0.809,1,-7.886,0,0.293,0.0955,1.71e-06,0.35,0.508,86.848,220800,4,9,35063
23356,0,0,0.269,0.981,7,-6.916,1,0.0864,2.55e-05,0.000116,0.68,0.189,172.476,294720,4,13,33285
23357,0,47,0.832,0.453,9,-15.012,1,0.0618,0.172,2.27e-05,0.0549,0.783,122.363,227707,4,18,31864
23358,1,66,0.681,0.608,1,-6.093,1,0.207,0.0477,0.0,0.225,0.262,97.934,200760,4,9,42277
23359,0,0,0.658,0.784,9,-5.144,0,0.0359,0.0415,0.00117,0.363,0.509,112.997,231744,4,7,41944
23360,0,0,0.633,0.792,1,-6.968,1,0.149,0.185,0.000185,0.152,0.918,175.795,217133,4,13,36354
23361,0,23,0.46,0.705,7,-7.874,1,0.163,0.00221,5.8e-05,0.0924,0.772,161.798,311613,4,14,29585
23362,0,68,0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413,4,3,42126
23363,1,71,0.657,0.604,0,-6.045,1,0.0374,0.0213,0.0,0.156,0.122,73.933,312257,4,9,44188
23364,1,0,0.738,0.491,1,-9.726,0,0.413,0.626,0.0,0.126,0.448,94.378,322160,4,9,41273
23365,0,30,0.819,0.48,3,-9.689,1,0.18,0.0355,0.306,0.305,0.12,130.865,124604,4,16,43039
23366,0,58,0.691,0.924,0,-3.839,1,0.0577,0.00828,3.8e-06,0.402,0.34,125.983,158095,4,13,43390
23367,0,34,0.579,0.963,10,-7.172,0,0.0563,0.000956,0.557,0.687,0.679,140.002,347342,4,21,43554
23368,0,65,0.52,0.179,11,-21.976,0,0.0454,0.356,0.00344,0.131,0.407,155.746,197093,4,18,25300
23369,0,60,0.801,0.77,5,-3.38,0,0.133,0.142,0.00107,0.27,0.448,80.013,229573,4,9,41668
23370,0,69,0.441,0.547,4,-12.222,1,0.0337,0.13,0.000143,0.109,0.716,134.753,199573,4,18,27393
23371,0,12,0.603,0.795,0,-5.024,1,0.0532,0.00684,0.0855,0.115,0.0495,126.005,435827,4,4,41314
23372,1,27,0.657,0.593,1,-6.205,1,0.38,0.00426,0.0,0.34,0.718,77.907,209627,4,9,43411
23373,0,57,0.817,0.939,7,-6.079,0,0.28,0.0798,0.441,0.431,0.599,128.0,217037,4,13,40285
23374,0,42,0.63,0.886,2,-4.615,1,0.0406,0.011,0.0,0.0664,0.897,127.96,239451,4,13,41638
23375,0,16,0.703,0.832,11,-7.622,0,0.36,0.42,0.0,0.138,0.726,90.201,185000,4,15,43439
23376,0,38,0.441,0.176,7,-15.719,0,0.0376,0.989,0.888,0.108,0.325,79.599,461000,4,2,39446
23377,0,52,0.458,0.571,4,-6.739,1,0.0949,0.535,0.000305,0.0846,0.586,110.013,297000,4,9,44435
23378,0,59,0.33,0.00274,2,-37.342,0,0.0617,0.992,0.908,0.0668,0.188,61.088,143532,4,2,44440
23379,1,41,0.342,0.988,4,-3.339,0,0.163,0.00357,0.0,0.274,0.228,82.857,253965,4,12,43800
23380,0,61,0.721,0.735,5,-11.849,0,0.0284,0.115,0.0,0.0499,0.961,127.575,178867,4,3,34413
23381,0,63,0.559,0.464,6,-9.687,1,0.0272,0.55,0.0,0.107,0.351,98.354,194307,4,3,37038
23382,0,77,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,175733,4,11,43600
23383,0,31,0.379,0.987,0,-3.018,1,0.16,0.308,0.00726,0.323,0.691,135.917,94800,4,14,29464
23384,0,8,0.173,0.992,9,-6.367,1,0.176,0.0261,0.473,0.835,0.0397,119.24,88227,4,18,29950
23385,1,0,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,249533,4,9,39697
23386,1,0,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227,4,9,37985
23387,0,0,0.328,0.805,4,-6.74,0,0.0383,0.000938,0.048,0.104,0.264,135.546,276200,4,18,39192
23388,0,52,0.634,0.896,0,-3.073,0,0.0318,0.0298,0.0036,0.1,0.827,136.098,242240,4,13,40072
23389,0,0,0.775,0.853,7,-8.281,1,0.0334,0.0701,0.00825,0.219,0.857,120.036,238333,4,13,35063
23390,1,0,0.436,0.888,0,-2.888,1,0.0347,1.74e-05,0.395,0.0989,0.234,115.616,197307,4,12,37584
23391,0,0,0.34,0.257,10,-15.203,1,0.0339,0.652,0.0552,0.123,0.298,146.227,268387,4,19,39812
23392,0,67,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,221133,4,13,37010
23393,0,67,0.701,0.844,4,-6.629,1,0.133,0.152,0.626,0.194,0.198,120.04,257022,4,18,44307
23394,0,21,0.296,0.969,7,-2.638,1,0.2,0.0348,0.0,0.0711,0.299,101.439,132721,4,14,31411
23395,0,47,0.154,0.00261,1,-36.267,1,0.0419,0.89,0.763,0.125,0.0366,83.549,775307,4,2,36524
23396,0,0,0.808,0.67,7,-12.849,1,0.0961,0.537,2.21e-06,0.0654,0.822,92.461,330266,4,19,43167
23397,0,15,0.455,0.829,7,-10.106,1,0.042,0.838,0.356,0.1,0.855,117.65,305733,4,10,24105
23398,0,70,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,183391,4,18,37100
23399,1,38,0.716,0.805,6,-7.347,1,0.123,0.0252,0.0,0.0824,0.52,152.134,192654,4,16,40936
23400,0,0,0.626,0.909,6,-6.217,1,0.0986,0.653,0.00117,0.372,0.336,113.322,190280,4,8,40838
23401,1,1,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,237507,4,9,39334
23402,0,62,0.707,0.484,9,-6.579,0,0.0481,0.891,0.00344,0.256,0.43,92.988,257960,4,13,42850
23403,0,1,0.446,0.648,3,-11.3,1,0.115,0.634,0.0234,0.764,0.616,133.168,673600,4,10,38948
23404,1,12,0.844,0.54,10,-6.1,0,0.306,0.279,0.0,0.0823,0.654,91.053,242627,4,16,38186
23405,1,0,0.711,0.315,1,-12.926,0,0.343,0.704,0.0,0.122,0.436,129.991,144144,4,16,43551
23406,1,53,0.924,0.567,5,-5.009,1,0.0961,0.00169,0.0,0.0898,0.827,146.976,211588,4,9,43453
23407,0,36,0.588,0.837,9,-6.04,1,0.563,0.0834,0.000115,0.171,0.131,155.098,144016,4,4,43307
23408,1,62,0.425,0.785,7,-4.816,1,0.0372,0.0486,0.0,0.377,0.319,143.903,179720,4,13,44144
23409,0,80,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,180160,4,12,36113
23410,0,42,0.453,0.476,0,-13.802,1,0.0324,0.394,0.496,0.384,0.0823,119.979,243735,4,13,43362
23411,0,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519,4,13,43271
23412,0,69,0.333,0.41,11,-9.534,0,0.0305,0.873,0.406,0.122,0.262,143.975,222986,4,13,40907
23413,0,0,0.752,0.754,10,-4.091,1,0.0476,0.345,0.894,0.132,0.375,129.954,223493,4,6,41777
23414,0,8,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,4,13,42508
23415,0,3,0.469,0.995,11,-1.852,0,0.13,0.00102,0.667,0.351,0.458,101.104,118227,4,14,29585
23416,0,82,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533,4,14,34364
23417,0,65,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,337733,4,10,21777
23418,0,39,0.465,0.873,5,-4.22,1,0.0432,0.127,1.33e-05,0.236,0.676,160.083,183853,4,3,41608
23419,0,0,0.585,0.553,4,-7.761,0,0.0372,0.274,0.0787,0.0502,0.813,96.46,232067,4,11,39812
23420,0,0,0.757,0.779,9,-4.367,0,0.0376,0.0343,0.0,0.13,0.945,128.989,175336,4,13,41395
23421,0,44,0.6,0.949,2,-4.205,0,0.0516,0.146,0.0,0.38,0.671,109.017,213933,4,13,37255
23422,0,38,0.546,0.428,10,-11.224,0,0.0402,0.623,0.000856,0.31,0.558,119.845,358440,4,10,23191
23423,0,64,0.633,0.816,9,-11.223,0,0.0408,0.199,4.86e-06,0.988,0.606,93.85,254600,4,13,35429
23424,0,68,0.271,0.551,2,-7.48,1,0.0457,0.582,4.16e-05,0.256,0.428,78.111,272467,4,14,39053
23425,0,59,0.505,0.196,1,-13.877,1,0.0479,0.932,3.2e-05,0.101,0.558,181.085,192440,3,3,40825
23426,1,51,0.789,0.524,1,-7.942,0,0.273,0.212,0.0,0.221,0.343,138.064,147600,4,9,43327
23427,0,0,0.753,0.71,8,-8.682,1,0.0583,0.237,0.0869,0.292,0.676,126.035,172381,4,4,42326
23428,0,0,0.583,0.85,2,-6.043,1,0.0344,0.065,0.63,0.305,0.842,130.271,161467,4,18,25772
23429,0,33,0.467,0.815,0,-5.333,0,0.119,0.341,9.43e-06,0.247,0.238,87.388,171762,4,4,43494
23430,0,0,0.797,0.773,10,-12.904,1,0.0428,0.093,0.847,0.0925,0.432,117.975,488136,4,4,40732
23431,1,37,0.771,0.431,10,-5.423,1,0.0577,0.287,2.75e-06,0.0934,0.268,107.047,189796,4,13,43047
23432,0,75,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,4,18,31500
23433,1,51,0.813,0.793,1,-9.727,0,0.194,0.0316,0.0,0.364,0.724,113.629,368533,4,16,33608
23434,0,74,0.733,0.897,0,-3.652,1,0.0389,0.0391,0.0,0.117,0.649,96.006,173800,4,11,43495
23435,0,64,0.776,0.693,7,-2.528,1,0.0314,0.0234,0.00177,0.0322,0.635,102.996,205360,4,4,37731
23436,1,70,0.508,0.557,8,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,179013,4,9,43600
23437,0,34,0.543,0.714,0,-8.009,1,0.0409,0.307,0.00857,0.3,0.492,103.987,351400,4,18,35323
23438,0,17,0.673,0.517,4,-13.164,1,0.027,0.842,0.00196,0.161,0.682,128.716,162240,4,13,39081
23439,1,0,0.84,0.662,11,-7.58,0,0.392,0.0218,0.0,0.347,0.452,105.749,179520,4,15,41784
23440,0,4,0.79,0.372,4,-9.295,0,0.0679,0.367,0.000233,0.121,0.35,117.972,200765,4,13,43369
23441,0,0,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,138707,4,14,27758
23442,0,0,0.847,0.814,1,-6.5,1,0.115,0.00158,0.00747,0.0463,0.209,128.016,354809,4,20,40293
23443,0,65,0.538,0.742,9,-6.365,0,0.0521,0.018,0.014,0.152,0.425,165.951,258227,4,18,43404
23444,1,8,0.225,0.961,2,-7.727,1,0.042,0.000134,0.000141,0.155,0.35,180.515,101378,4,14,36776
23445,1,32,0.748,0.549,10,-6.105,0,0.0884,0.391,0.000571,0.106,0.191,79.986,270406,4,9,43845
23446,0,23,0.832,0.731,9,-6.874,1,0.0432,7.04e-06,0.0302,0.0814,0.607,125.264,185947,4,17,39900
23447,0,7,0.579,0.943,11,-7.076,1,0.0384,0.000144,0.952,0.07,0.0748,136.004,393666,4,21,43817
23448,1,62,0.68,0.844,6,-1.729,1,0.299,0.23,0.0,0.0305,0.895,172.302,254267,4,9,37985
23449,1,66,0.797,0.722,5,-6.23,0,0.0601,0.0925,0.0,0.112,0.338,145.99,250272,4,9,43530
23450,0,0,0.595,0.585,0,-4.686,1,0.0473,0.0129,4.3e-06,0.548,0.668,180.011,207947,4,13,42060
23451,1,61,0.858,0.398,1,-11.306,1,0.0598,0.00888,0.0,0.112,0.258,97.476,216520,4,9,41658
23452,0,63,0.524,0.659,0,-6.927,1,0.0294,0.0295,1.4e-06,0.398,0.554,118.828,209707,4,13,38662
23453,0,41,0.607,0.822,4,-10.02,0,0.0555,0.596,0.0027,0.169,0.682,103.803,180333,4,13,26513
23454,1,84,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4,9,42935
23455,0,0,0.35,0.37,8,-10.104,1,0.0301,0.984,0.887,0.587,0.103,112.522,172093,4,13,40516
23456,1,79,0.798,0.528,11,-8.908,1,0.042,0.293,1e-06,0.0727,0.728,149.995,132227,4,16,42368
23457,0,14,0.464,0.943,1,-7.63,1,0.0389,0.00053,0.894,0.522,0.261,138.007,427826,4,4,43775
23458,0,36,0.702,0.769,8,-6.635,1,0.077,0.0292,0.000171,0.532,0.127,107.998,243533,4,13,42634
23459,0,51,0.871,0.595,6,-8.492,0,0.0574,0.116,0.348,0.0903,0.554,103.003,349515,4,20,43150
23460,0,0,0.595,0.803,4,-3.584,0,0.105,0.318,0.0,0.231,0.343,110.071,179540,4,13,42525
23461,0,38,0.559,0.7,2,-8.352,1,0.0329,0.0993,3.21e-05,0.182,0.421,127.3,346587,4,18,29219
23462,0,59,0.613,0.917,8,-4.754,1,0.0637,0.000398,9.69e-06,0.159,0.77,140.001,218267,4,13,40754
23463,0,0,0.719,0.744,6,-8.144,0,0.035,0.00164,0.000261,0.0875,0.164,119.981,182920,4,13,43082
23464,0,0,0.464,0.885,5,-6.689,0,0.0937,0.0022,0.0883,0.594,0.126,132.973,295940,4,6,41777
23465,0,33,0.535,0.668,7,-12.347,1,0.0366,0.0407,1.39e-06,0.341,0.718,134.566,193787,4,18,32074
23466,0,28,0.461,0.966,7,-3.719,1,0.0574,0.0371,0.00163,0.0345,0.785,115.736,166600,4,14,29464
23467,0,0,0.501,0.76,0,-6.095,1,0.0295,0.00135,0.000458,0.0854,0.476,94.03,216520,4,13,39812
23468,0,0,0.811,0.279,11,-15.574,1,0.327,0.176,0.00196,0.094,0.549,128.816,253573,4,17,27758
23469,0,8,0.39,0.323,8,-8.427,1,0.028,0.945,3.24e-05,0.118,0.36,83.946,178053,3,0,21184
23470,0,0,0.65,0.762,0,-5.518,1,0.0401,0.0919,0.001,0.107,0.452,93.032,217278,4,6,42592
23471,0,69,0.63,0.625,6,-5.088,0,0.0252,0.231,0.0,0.0765,0.683,167.998,234960,4,13,36296
23472,0,0,0.702,0.823,8,-5.853,1,0.0744,0.704,2.02e-06,0.067,0.906,93.178,215747,4,10,39812
23473,0,0,0.659,0.757,7,-4.802,0,0.03,0.0111,0.696,0.128,0.475,139.949,350098,4,16,40320
23474,1,43,0.949,0.687,2,-6.027,1,0.0821,0.0839,0.0,0.0818,0.781,129.954,155086,4,9,44144
23475,0,13,0.694,0.997,11,-3.543,1,0.0905,0.000622,0.786,0.39,0.284,141.0,332147,4,21,44023
23476,0,53,0.926,0.863,0,-3.391,0,0.269,0.0197,0.0,0.0484,0.779,92.522,192907,4,9,39081
23477,1,73,0.371,0.75,7,-5.382,0,0.402,0.601,0.0,0.482,0.729,173.456,155293,4,9,44370
